rating,title,text,location,num_contributions,date
4,A mais tranquila,"É a praia de mar aberto mais tranquila da região. O problema na temporada é o mesmo das outras da ilha, os congestionamentos na chegada e saída. Poucas opções de hospedagem.",,317,11 de maio de 2017
4,Praia linda,"Esta praia fica numa área residencial, portanto não conta com infraestrutura de bares e restaurantes. São várias residências à beira mar, pra quem curte alugar uma casa e ficar à beira da praia sem muita bagunça aqui é o lugar. Fui em baixa temporada então estava bem deserta. A vista é linda, tem pedras enormes na beira do mar, mas água é congelante.","Goiânia, GO",329,21 de abril de 2017
5,Calma e familiar,"Praia de pouco movimento em bairro residencial. As águas podem estar um pouco agitadas, mas mesmo assim é muito boa para banho. Fomos fora de temporada (abril) e não havia nenhum quiosque aberto. Tem extensão de 2km, boa para caminhada. O bairro é carente de infraestrutura turística (bares, restaurantes, lojas), mas é compensado pela tranquilidade.","Bragança Paulista, SP",387,20 de abril de 2017
4,Praia tranquila,"É uma praia mais tranquila, mesmo nos meses da temporada de verão. A água é limpa, mas o mar pode estar agitado (com ondas fortes e correnteza) de vez em quando. A areia é firme e ótima para caminhadas. No entanto, há poucas opções de restaurantes na praia.","Mafra, SC",109,11 de abril de 2017
5,Caminhar....,É uma excelente praia para fazer caminhada. As casas e ruas são muito bonitas e bem conservadas. É uma praia pra quem gosta mais de tranquilidade e menos badalação.  Eu adorei!!!,"Joinville, SC",5,24 de março de 2017
5,Lugar Calmo,"Se você procura tranquilidade esse é o lugar. Um pouco afastada de comércios, é ótima para banho e para ficar a vontade com a família.","Londrina, PR",29,7 de março de 2017
5,Espetacular!,"Praia ótima, calma, tranquila, sem muvuca, bem família, ótima para as crianças. Muito boa para fazer caminhadas a beira mar. Tem salva vidas a cada 1 km, a praia é toda identificada onde o banho é próprio, foi uma grata surpresa!",,18,6 de março de 2017
5,Uma boa praia para ficar,Praia tranquila. Muito limpa. Boa para caminhar e banho de mar. Somente um restaurante e alguns quiosques. Estacionamento fácil.,,50,2 de março de 2017
5,Melhor praia,"Praia com águas calmas e, bom para vc passear com a família. Vc pode deixar seu carro estacionado na rua à beira da praia se se preocupar.",,21,1 de março de 2017
5,Lugar com uma energia fantástica!!,"A praia de Itaguaçu é uma verdadeira pérola no litoral de Santa Catarina!! O mar, ainda que normalmente seja bravo, não impede um delicioso banho. A areia é muito limpa, a praia muito bem cuidada. Por ser um local tranquilo, sem agito e bagunça, é excelente para uma temporada de descanso e renovação das energias!","Curitiba, PR",30,27 de fevereiro de 2017
5,Tranquilidade na praia,"Sao 2000 metros entre o morro e a praia de Ubatuba de muita tranquilidade. A praia de Itaguacu tem areias firmes e limpas, mar com algumas ondas, com uma temperatura agradavel. Eh um balneario frequentado principalmente por familias de cidades proximas","Curitiba, PR",33,16 de fevereiro de 2017
5,Show!!,"Diferente de outras ocasiões, essa foi uma surpresa positiva!! Ótima opção para viagem em família, principalmente com crianças.. ou quem gosta de fugir um pouco da muvuca!! Uma praia de casas novas.. ambiente familiar.. sossegado.. e ao mesmo tempo, relativamente perto dos agitos e restaurantes da Prainha ou Enseada!! Pra quem está com criança, fica perto da praia do Forte, lugar show pra criançada!!! Realmente uma surpresa agradável!!",,6,26 de janeiro de 2017
5,Espetacular,"Praia excelente sempre muito limpa, mar transparente, água não muito fria.  Praia familiar, sem baderna sem som alto.","Curitiba, PR",51,12 de janeiro de 2017
3,Lindo lugar,"Linda praia, porém com poucas opções de entretenimento, restaurantes, lanchonetes, bares e outros...",,2,9 de janeiro de 2017
4,"Praia bonita, porém com alguns pontos perigosos","A praia é bem conservada, bonita e tem ótima infraestrutura. O problema é que o mar às vezes fica perigoso, porém há salva vidas de plantão e os mesmos indicam as áreas mais seguras para banho. Não aconselho para quem não sabe nadar ou não tenha experiência em nadar no mar (quando fui presenciei um quase afogamento, mas o salva vidas resgatou o garoto rapidamente). Cuidado com as crianças pequenas.","São Luís, MA",292,7 de janeiro de 2017
3,Acesso ruim,"O acesso não é tão bom quanto o de Ubatuba ( fica ao lado ), mas como o caminho é curto não chega a ser um grande sacrifício.","Franca, SP",111,5 de janeiro de 2017
5,Excelente,Excelente lugar para passar as férias com a família. Bom lugar para quem quer descansar e aproveitar o mar.,"Mogi Mirim, SP",8,4 de janeiro de 2017
4,Excelente,"Excelente para quem procura paz de espírito. Nossa! Mar gostoso, pessoas de diversas idades e ambiente familiar.","Goiânia, GO",48,31 de dezembro de 2016
4,Ótima para passeios em família,"Praia sem muito movimento, águas transparentes... ótimo para quem procura um lugar mais sossegado. O ponto negativo é a falta de comércio...","Colombo, PR",43,13 de dezembro de 2016
5,Fantástica.,"Praia ideal para quem gosta de mar um pouco revolto. Pouco movimento, bastante sossegada. Aparenta ser uma praia reservada, dados os condomínios próximos, mas o acesso é livre.","São Paulo, SP",9,22 de novembro de 2016
3,Praia de Itaguaçu,"A praia seria ótima, se não fosse a quantidade de dutos de esgoto. A cada 500 metros um duto de esgoto, lamentável.","Curitiba, PR",46,17 de novembro de 2016
5,Melhor Praia de São Francisco,"Melhor Praia da cidade, mais tranquila, mais limpa, porém você terá que trazer coisas para beber e comer pois não tem barracas na Praia servindo justamente por isso a Praia é tão linda!!! Vale muito a pena a visita de todas as praias que conheci em São Francisco do Sul está é a melhor!","São Paulo, SP",356,14 de novembro de 2016
5,Lugar tranquilo,"Lugar tranquilo, família, inclusive em alta temporada. Esta praia, com lindas casas, é frequentado pelos proprietários das mesmas, com raros turistas ocasionais, o que faz com que a praia esteja sempre bem cuidada, limpa e bem frequentada.","Curitiba, PR",118,12 de novembro de 2016
5,Limpa,"Não sei se ela estava limpa porque fui fora de temporada, mas para mim, que sou do estado de São Paulo, ler numa placa de praia que a condição da água é 'própria' para banho, é algo que beira o inusitado. Praia para quem gosta de descanso, quase deserta e sem vendedores ambulantes ou quiosques. Portanto leve seu lanchinho de casa e não se esqueça da sacolinha para levar o seu lixo, quando for embora.","Sorocaba, SP",84,8 de novembro de 2016
5,Melhor praia da região,"Essa praia é exuberante, tranquila, areias medicinais, cercada de casas lindas, gente educada, muitas ondas. Em todas as avaliações de qualidade da água, desde que essas avaliações iniciaram, essa praia sempre teve nota A. Além das águas cristalinas, a praia é limpa, tem um amplo jardim em frente a areia.. lugar bom para passar o dia com as crianças ou alugar/ter uma residência para veranear. Quem vai lá e passa um tempo, não quer mais ir embora. Passar a virada do ano novo lá é incrível... festas nas casas, todas enfeitadas com balões brancos, gente nas ruas, pular onda, ver os fogos da praia e das outras praias. É muito bom!","Joinville, SC",126,1 de outubro de 2016
3,Praia Itaguacu,Praia de ondas fortes e casas de veraneio. Beira mar muito ruim para se andar de carro. Vale o passeio.,"Curitiba, PR",211,8 de setembro de 2016
4,Passeio rápido.,Conheci rapidamente esse local mas já percebi que o local não possui muito acesso para aproveitar a tarde sem local com sombras ou árvores. É uma praia bonita mais sem acessibilidades.,,63,9 de agosto de 2016
4,A praia é ótima para um sorvete ao entardecer.,"É uma praia com mar meio revolto, mas limpo e de águas cristalinas. Praia perfeita para um passeio e um sorvetinho ao entardecer.",Paraná,326,5 de julho de 2016
3,Para caminhar ao longo da praia!,"A praia tem uma beleza mediana, mas convida a uma caminhada junto à calçada. Não vi infra estrutura de bares na orla e a cidade, fora de temporada, é bem tranquila.",,83,3 de maio de 2016
5,Lugar tranquilo e gostoso,"Lugar tranquilo e gostoso, com pouco movimento. Água limpa, faixa de areia grande. Muito bom! Recomendo","Florianópolis, SC",146,28 de abril de 2016
4,Praia calma,"Praia calma, muito bom para relaxar, curtir um sol, mar e o vento que refresca. Longe do centro mas ideal para quem gosta de sossego.","São Paulo, SP",30,23 de abril de 2016
5,Tranquilidade e beleza.,"Tranquilidade e beleza juntos nesta praia. Mar agitado, com águas límpidas, porém com uma faixa de areia estreita. Durante a época de férias é a praia mais tranquila dos balneários de São Francisco do Sul.",,31,18 de abril de 2016
4,Praia calma,"Bonita, com águas calmas, quentes e limpas, tinha até cardumes nas ondas. Boa para caminhadas e para fazer castelos de areia.","Irati, PR",108,10 de abril de 2016
5,Excelente praia e mar muito limpo.,"Uma das melhores praias para banho, com ondas, mar muito limpo.  A praia é  limpa diariamente, não fica muito cheia, exceto nos feriados de final do ano. Não tem bares ou baderna, sem som alto ou corridas de carro.","Curitiba, PR",51,2 de abril de 2016
4,"Tranquila, mas...","É umas das praias mais tranquilas da região, ideal para ir com crianças, não tem opções de bares ou restaurantes próximos,no mês de dezembro não tinha água nos chuveirinhos e ainda o mato estava alto..",,41,31 de março de 2016
5,Maravilhosa!,"Uma grata surpresa a praia de Itaguaçu. Pouca movimentação, águas calmas e um visual de encher os olhos! Sem dúvida alguma eu recomendo para quem vai visitar a cidade, sem dúvida vai se surpreender!","Avaré, SP",595,31 de março de 2016
5,Beleza única,"Praia excelente para banho e a prática de esportes náuticos, bem com o surfe. Ótima pedida para quem quer se renovar da semana estressante.","Joinville, SC",34,27 de março de 2016
4,Praia Itaguacu,"Praia de ondas calmas e com pouca movimentação. Ondas medianas, boas para um banho relaxante. Fica no caminho da Praia do Forte.","Curitiba, PR",1,18 de março de 2016
5,Bela,"Praia pequena e tranquila. Muito bem cuidaxa, com água e estrutura limpa. Sem agitação, perfeita para famílias.","Rio do Sul, SC",151,14 de março de 2016
5,Maravilha de cenário,"Excelente praia com água transparente e areia limpa,e bem cuidada pelo pessoal da limpeza, mesmo quando falta educação para alguns, local ideal para fotos diante das pedras e visual do mar.","São José dos Pinhais, PR",3,23 de fevereiro de 2016
5,Linda Praia,"A praia tem um pouco menos de 5 Km de extensão, muito tranquila para caminhada ou passar o dia na Praia. Uma dica de comida boa e barata é o Restaurante do Rui, na avenida sentido o Forte.","Curitiba, PR",20,18 de fevereiro de 2016
4,boa praia,"otima praia para curtir com a familia, o ideal é vficar nos cantos que são mais sossegados... tem diversos casarões de frente para praia.","Bombinhas, SC",31,17 de fevereiro de 2016
5,Não é para crianças,"A praia é bonita mas muito perigosa. Cheia de buracos - boa para o surf. Ambiente agradável, mas sem quiosques. Fora do agito.","Talca, Chile",246,7 de fevereiro de 2016
5,Linda e tranquila,"Águas quentes, claras, visual incrível em razão do contraste da vegetação e da ilha próxima. Quiosques na beira mar.",,72,2 de fevereiro de 2016
5,maravilhosa,"Encantadora, praia de águas agitadas, porém muito bonita e pouco explorada, o que  torna esta praia mais especial.Lindas casas de veraneio na beira mar.Lugar muito bonito e atrativo. Gosto muito de Itaguacu.","São Lourenço do Oeste, SC",128,31 de janeiro de 2016
5,Praia linda.........,"Praia linda, sossegada, no .entanto há correntes marinhas que precisamos observar as placas e indicações dos salva vidas. Existe 3 postos de salva vidas . Falta infraestutura quanto a bares e restaurantes.Há alguns e vendedores ambulantes na praia.","Toledo, PR",3,30 de janeiro de 2016
5,Muito boa!,"Praia muito sossegada, com ondas médias! Há trechos com bandeira vermelha, mas há guarda-vidas e postos de salvamento. Tem água nos postos para tirar a areia. Poucas opções de restaurantes e bares. Não há aluguel de cadeiras nem guarda-sol; leve os seus! Para quem quer fugir da agitação, um paraíso!","Curitiba, PR",46,25 de janeiro de 2016
4,Praia tranquila,"Praia tranquila, mas o mar merece atençao, pois em vários pontos há correnteza forte. No verão encontrei postos de salva-vidas operantes, o que traz a sensação de segurança.","São Paulo, SP",275,23 de janeiro de 2016
5,"Praia de águas límpidas, tranquila e segura","A praia tem uma extensa faixa de areia. Dá para caminhar, praticar esportes as crianças brincarem tranquilamente. Suas águas são límpidas e com ondas, que dependendo da formação, proporcionam a pratica de surf. Possui três postos com salvas vidas. Eles além de sinalizarem os lugares mais favoráveis para a entrada no mar (bandeira verde) e os não recomendáveis (bandeira vermelha), cuidam e orientam os banhistas. No veraneio possui alguns pontos de venda de bebidas como água, coco verde, bebidas, milho cozido, picolés, etc. Também tem ambulantes que percorrem toda extensão da praia vendendo seu produto, todos licenciados pela prefeitura. Em frente ao mar, encontramos o Restaurante Caiçara com comida tipicamente praiana e o Paviloche sorveteria e fast food.","Curitiba, PR",53,21 de janeiro de 2016
5,Melhor praia para famílias,"Praia sem agitação, muito tranquila para casais com crianças. O mar não é muito calmo má maioria dos dias. Muito bom para fazer uma caminhada.","Joinville, SC",26,17 de janeiro de 2016
5,Lugar limpo e tranquilo,Excelente lugar para ir com a família. Muito calmo e muito limpo. Além de ser uma linda praia. Realmente vale a pena conhecer.,"Louveira, SP",30,13 de janeiro de 2016
5,Linda Praia Itaguaçu,"Praia bem limpa com água transparente e própria para banho. as ondas são fortes, mas as crianças aproveitam na beirada do mar. Vamos com frequência em frente ao posto de salva vidas, onde os profissionais sempre nos orientam o melhor lugar para curtimos uma praia com tranquilidade. Para quem busca por alimentação, há poucos bares ou restaurantes por ali.","Curitiba, PR",23,12 de janeiro de 2016
3,Praia bonita mas sem infraestrutura,Praia tranquila e bonita mas sua orla tem apenas casas de veraneio assim como a vizinha ubatuba. Do final da praia é possível ter uma vista bem ampla até a praia da enseada.,"Três Lagoas, MS",196,11 de janeiro de 2016
4,"Fantástica para famíla, crianças e casais.","Praia limpa, agua na temperatura ideal para banhos, areia insípida, ventos moderados, salvavidas, lixeiras, clima agradabilíssimo, gente educada, sem baderna, sem violencia, segurança total.","Cascavel, PR",29,11 de janeiro de 2016
5,Um lugar lindo!,"É uma praia para curtir com a família, não possui balada, mas bons lugares para comer e é ótima para fazer caminhadas.","Ponta Grossa, PR",80,10 de janeiro de 2016
4,Linda praia e mansões,"A praia é bonita, mais deserta, o mar é agitado. Tem casas lindíssimas. Lugar de sossego, pra descansar, pouca estrutura de comércio e restaurantes.","Ponta Grossa, PR",75,4 de janeiro de 2016
4,Lugar para família,"Fui fora da temporada de verão, portanto a praia estava bem tranquila. Fiquei um pouco na dúvida, a princípio, se era ou não esgoto que estava caindo no mar, mas acabei falando com algumas pessoas que me tranquilizaram a respeito. Um pouco perigosa, boa para caminhada.","Curitiba, PR",236,21 de dezembro de 2015
3,"Praia até é limpa, mas sem infraestrutura!","A praia de Itaguaçu tem água clara e nesta época,  primeira metade de dezembro, completamente vazia. Não tem quiosques, lanchonetes ou restaurantes. Durante a tarde vimos apenas 1 vendedor de sorvetes. Mas não conseguimos comprar lanches ou água...",,32,13 de dezembro de 2015
3,Praia para Todos!!!,Esta é a praia mais residencial de sâo francisco do sul. É a mais arborizada também. A praia é bem familiar e as ondas são baixas. É bastante extensa. Mas a parte mais bonita é próxima às pedras da Praia do Forte.,"São Francisco do Sul, SC",181,1 de dezembro de 2015
4,Mais uma Bela Praia,"Em são Francisco do Sul, Itaguaçu e Ubatuba são separadas por uma rocha monolítica, são bastante parecidas  igualmente prazerosas. Infraestrutura de acesso boa, alguns restaurantes e lanchonetes. E cuidado para as áreas de risco (sinalizadas com bandeiras).","São Francisco do Sul, SC",264,27 de outubro de 2015
4,Legal,"Com infraestrutura, a partir daqui começam a aparecer os borrachudos, vale a pena caminhar pela orla e ficar nos bares","Campinas, SP",329,28 de setembro de 2015
4,ótima praia,"Ótima praia, tem guarda vida, pois certos pontos da praia é perigosa, mar agitado. porem falta restaurante por perto, o local é mais residencial.","Joinville, SC",26,25 de setembro de 2015
4,Uma praia para a família..,"A Praia de Itaguaçu ,em São Francisco do Sul, é uma praia bonita e bem frequentada. Geralmente é uma praia sem tumultos e muita gente, mar limpo, faixa de área robusta. Excelente opção para descanso, especialmente, no verão.","Joinville, SC",51,25 de agosto de 2015
4,Muito boa,"Uma das melhores praias em São Francisco. Possui algumas pousadas bem confortáveis. O mar é agitado, com ondas grandes.","Curitiba, PR",340,26 de julho de 2015
5,Uma praia...,É a parte mais nova da expansão imobiliária da região. Cheia de casas bonitas e alguns restaurantes e sorveterias. Nada de mais...,"Curitiba, PR",118,19 de julho de 2015
4,Praia Tranquila,É uma praia tranquila fora de temporada. Na alta temporada há muito som alto e agito. Normalmente as areias não são muito cheias.,"Curitiba, PR",38,10 de julho de 2015
5,Amo!,"praia linda!! Adoro! Ótima para a família, caminhada, pedalada, surfe e demais atividades ao ar livre. Para banho não recomendo muito, pois tem muitas ondas e buracos as vezes, mas é um belíssimo lugar!",,16,11 de junho de 2015
4,Boa,Um bom local para pratica de surf uma das belezas locais e areias monazíticas e boa qualidade de pesca e outros esportes marítimos,"São Paulo, SP",1,27 de maio de 2015
3,tranquila,"tranquila, pouco movimentada, mas legal mesmo assim. Tem uma extensa rua que circunda a praia, permitindo caminhadas.","Chapecó, SC",435,6 de maio de 2015
4,Praia preservada!,"Praia preservada, com restinga e extensa faixa de areia. O mar é aberto e bem agitado. Recomendando mais para surfistas. Banhistas precisam de respeito e cautela.","Ponta Grossa, PR",87,5 de maio de 2015
4,Linda,"Quando for a São Francisco do Sul sempre é bom percorrer e conhecer todas as praias do lugar, são muito bonitas","Campos Novos, SC",60,2 de maio de 2015
4,Boa praia.,"Eis uma praia sossegada, mas de mar agitado. Mar aberto, mas possível o banho e com a presença de guardas-vidas, por isso, sempre tranquila para relaxar. As habitações do entorno são de piso único e estilo temporada de veraneio, local bastante agradável de se conhecer, servido de pouquíssimos, mas bons restaurantes (2).","São Francisco do Sul, SC",95,29 de abril de 2015
5,Uma bela praia com ambiente familiar.,"A Praia de Itaguaçú é uma praia com ambiente familiar, calmo e reservado, com toda a infraestrutura. Um destaque da praia é que, no final da praia, junto à rochas existe uma parte de praia com areia negra, que os usuários dizer ter efeitos terapeuticos.","Joinville, SC",274,25 de abril de 2015
5,Praia linda,"Uma praia excelente pra descansar e curtir o mar. Tem um pouco de ondas, mas nada que atrapalhe pra um bom banho. É uma praia que não tem agito de pessoas. Bem tranquila.","Curitiba, PR",36,18 de abril de 2015
4,"Banho de mar excelente, sossego total","Praia muito boa para banho. Mar tranquilo, agua quentinha e ondas suaves. Areia plana. Boa faixa de areia plana. Excelente para caminhadas. Muito tranquila; observei que não há bares e restaurantes na orla, no entanto nas proximidades é bem servido de comercio e serviços.","Lages, SC",230,13 de abril de 2015
3,"Paisagem bonita, mas banho de mar razoável","Os costões que se avistam nas duas pontas da praia são belíssimos, e ver os navios passando dá um charme especial! Mas o mar é traiçoeiro, muitos pontos de bandeira vermelha e chão irregular, o que dificulta o banho. É ótima para fazer caminhadas!","Florianópolis, SC",186,14 de março de 2015
4,Bela praia!,"Itaguaçu, na minha opinião, é a melhor praia de São Francisco do Sul! Possui uma ótima estrutura, mas sem o ""aglomero"" da Enseada! Possui um bom calçadão e é bem frequentada. A praia é muito boa, própria para banhistas e eventualmente até surfistas! Boa faixa de areia, plana, ideal para caminhadas e explorada por ""jogadores"" de futebol e vólei! Muito agradável e boa para todos os públicos!","Joinville, SC",2,15 de fevereiro de 2015
5,itaguaçú,"praia bem limpa com constante salva vidasem ativos,  áreas de sombra para quem não levou o seu guarda sol.","Porto Alegre, RS",35,11 de fevereiro de 2015
4,Belo local,"É menos movimentada e não tem muitas opções de bares e restaurantes. Porém, mesmo assim, vale a pena ficar nela. As águas são calmas e agradáveis e tem um belo visual.",,476,7 de fevereiro de 2015
5,Ótima praia,Praia muito boa e bonita!! A única coisa que dificulta a ida a praia é o transito. A pista não é duplicada e nos finais de semana e dias de festas você pode levar até 6h para fazer um percurso que faria em 30min,"Joinville, SC",367,7 de fevereiro de 2015
5,Praia maravilhosa,"Praia tranquila, sem muita gente. Água limpíssima, quase transparente. Perfeita para quem quer aproveitar com família.",,13,20 de janeiro de 2015
5,Boa praia,"Está bem localizada e possui uma paisagem bonita. A Água é limpa. Aqui as ondas são um pouco mais fortes, estão para as crianças é um pouco mais complicado,","São Paulo, SP",86,9 de janeiro de 2015
4,lugar lindo,"um lugar lindo para fazer caminhada....aguas relativamente calmas...falta um pouco de infraestrutura, poucos restaurante e uma sorveteria...mas se você estiver de carro tudo bem, tem ótimas opções por perto","São Francisco do Sul, SC",17,9 de dezembro de 2014
