rating,title,text,location,num_contributions,date
4,Praia brava,"Praia bonita, bem preservada, o mar é muito agitado, então não é aconselhável para quem não sabe nadar. A praia é praticamente deserta, sem estrutura, então é preciso levar tudo para passar o dia.","São Paulo, SP",299,20 de março de 2019
1,Quebramos a cara,"Tentamos ir , mas chegando próximo da praia a rua estava obstruída então não conseguimos ir nela infelizmente","Canela, RS",193,11 de fevereiro de 2019
4,PASSEIO RÁPIDO,"Passamos rapidamente pela Praia Vermelha. Super exclusiva, porém para passar o dia é preciso levar comida, água e afins, pois a praia não tem estrutura para banhistas. Vimos alguns pescadores aproveitando no local.","Curitiba, PR",17,4 de fevereiro de 2019
4,"Surfe, mirantes, cachoeira","A Praia Vermelha é uma praia pequena, com areias grossas e águas limpas, cercada de morros cobertos com mata preservada, algumas casas de veraneio e um restaurante simples. É frequentada mais por esportistas. As ondas fortes chamam os surfistas, o mirante reúne os praticantes de voo livre e a cachoeira atraem os trilheiros. Se gostar de caminhar, o percurso pela Rua Turismo (rua entre a Praia Grande e a Praia Vermelha) é bem agradável. Dá para ir de carro também. É uma estrada de terra que segue dentro da mata, sendo, por isso, sombreada em boa parte dela. Às margens dessa estrada, perto do acesso à praia, fica o mirante que é usado para voo livre. Aos finais de semana e alta temporada, os instrutores para salto de parapente costumam ficar lá, aguardando os clientes. Se quiser voar e não perder a viagem, convém confirmar com uma das agências previamente. O visual desse mirante é bem bacana, dá para ver todo o mar à frente e, nas laterais, parte da Praia Vermelha e do Monge, pois a outra parte está encoberta pela vegetação. Do lado esquerdo da praia, parte uma trilha para a Praia do Monge; do lado direito, para a Cachoeira da Praia Vermelha, também conhecida como Trilha das Nascentes.","Taubaté, SP",1,27 de janeiro de 2019
5,Linda!,"Acesso não muito fácil, mas vale a pena. A paisagem encantadora. Pouco frequentada, ideal para quem busca sossego.","Ponta Grossa, PR",54,16 de janeiro de 2019
3,Praia brava,Embora seja um local bem bonito com bastante rochedos é também um local perigoso o mar é revolto. Mas tem uns pontos altos com  boa visualização.;,"Penha, SC",8,15 de janeiro de 2019
5,Lindo!,Uma das praias mais lindas da Penha... praia limpinha! O que peça é no acesso e na falta de estrutura mais tbm por esse motivo ainda se mantém mais preservada que as outras! Vale a pena conhecer,"Primavera do Leste, MT",9,15 de janeiro de 2019
4,Paradisíaca!,"Praia Vermelha é formada por uma pequena enseada, cercada de natureza. Acesso por estrada de terra. Tem salva vidas.  Na alta temporada o acesso de carro fica um pouco difícil, apesar de ter estacionamentos pagos no local.","Porto Alegre, RS",402,14 de janeiro de 2019
5,Praia linda!!!,"Visitamos a praia em um fim de tarde! A praia é linda, com salva-vidas, visual lindo e paradisíaco! O acesso é feito por uma estrada de terra que é tranquila e o carro fica na entrada da praia. Meu carro branco ficou marrom com o pó rsrs, mas valeu o passeio! Recomendo a praia! Família inteira curtiu o passeio!","Osasco, SP",205,6 de janeiro de 2019
5,Praia deserta,"Para chegar nessa praia quase deserta, você precisa caminhar um pouco por algumas trilhas e escalar entre pedras. Nessa praia, existem partes em que não há areia da praia e sim pequenos cascalhos coloridos lapidados pela limpa água do mar. Seguindo em frente, a orla se modifica e não há mais nem areia e nem os cascalhos; você estará numa orla farelos de conchas! É impressionante.","Igrejinha, RS",306,6 de janeiro de 2019
4,Legal,"Meio afastada um pouco; porém a melhor da Penha, acho q por conta de ser mais afastada do centro. É uma bela praia.","Ananindeua, PA",36,4 de janeiro de 2019
4,Excelente praia. Estrutura ok.,"Praia maravilhosa, limpa e com ondas. Surfistas e banhistas convivem numa boa. Atenção com crianças pequenas, o mar é mais forte, mas dá pra brincar e se divertir muito no rasinho. O restaurante do local tem ótimas porções, pratos e cerveja gelada. A caipirinha é gigante. Leve seu guarda sol ou alugue do pessoal que fica na entrada da praia. Recomendo muito!","São Paulo, SP",153,2 de janeiro de 2019
5,Belíssima praia,"A unica coisa um pouco ruim do local é a estrada de terra para chegar até lá, porém isso torna a praia em um lugar mais sossegado.",,10,30 de dezembro de 2018
5,Simplesmente deslumbrante,"Local limpo, vazio e com areia clara!!! Porém águas muito violentas, não acredito que seja indicado para banho!!!","São Paulo, SP",31,28 de dezembro de 2018
4,Passeio por Penha,"A estrada que nos leva de Penha para a praia vermelha é sinuosa e toda arborizada, de terra batida, bem tranquila. Antes passamos pelo mirante. Muito lindo o lugar pela vista que nos proporciona. Pessoal salta de parapente. A praia é pequena, gostosa, agradável. Bom para um dia diferente.","Balneário Camboriú, SC",80,26 de dezembro de 2018
3,Normal,"As ondas quebram na areia da praia não é Boa para as criancas , tem um "" restaurante"" mas só funciona aos sábados","Pindamonhangaba, SP",117,19 de dezembro de 2018
4,Muitas Bandeiras Vermelhas na Areia,"A praia é linda. Tem um ar de lugar preservado e deserto. Você vai pegar um trecho de estrada de chão, mas qualquer carro da conta. Havia muitas bandeiras vermelhas na areia. Não arrisquei entrar no mar com o meu filho de três anos. A diversão fico na areia. Vale à pena a visita, mesmo que vc não entre no mar.","Curitiba, PR",272,16 de dezembro de 2018
5,O melhor pico de voo do litoral Brasileiro!,"A Praia Vermelha é nossa casa, nossa montanha mágica que proporciona um belo voo dinâmico nos quadrantes E/SE. Cada voo é diferente e o visual é sempre lindo, natureza exuberante e intocada, praias desertas, tartarugas nadando abaixo de nós. A praia é linda, porém em dias de mar revolto é bom ter cuidado ao entrar na água, as ondas são fortes e há correntes de retorno. Preste atenção às orientações dos guarda-vidas.","Penha, SC",23,28 de novembro de 2018
3,Praia bem deserta,"Cuidado onde para o carro. Pois não garanto que estará lá quando voltar. Preferi não ficar, pois o local era muito ermo","Belo Horizonte, MG",480,22 de novembro de 2018
4,Boa com bastante onda,"Gostei bastante da praia é bem bonita, mas não indico para quem tem crianças pois tem muita onda e até os guarda vidas pedem pra tomar cuidado, não é muito fácil pra estacionar.","Osasco, SP",174,18 de novembro de 2018
5,Linda,Adorei a praia u  Lugar mais afastado areia limpa poucas casas are parece uma praia particular tem um restaurante. Vale a pena,"Uberaba, MG",6,26 de outubro de 2018
3,"Bonita, mas não a melhor.","Quando fomos não tivemos sorte com o calor, mas a praia é bem isolada e sem estrutura. Muitas pedras no local. Apesar disso, vale a pena conhecer pelas belas paisagens. Recomendável ir pela trilha.","São Paulo, SP",27,23 de outubro de 2018
5,Rústica,"Ainda desconhecida de quem não mora na região, é rústica e bela ao mesmo tempo. Areia branca e grossa, parece fazer massagem nos pés.Estrada pequena e de terra mas que vale a pena. Vale subir o morro, entre a vegetação cerrada e descobrir uma trilha que leva a uma pequena cachoeira. Linda vista do alto do morro.","Navegantes, SC",353,14 de outubro de 2018
5,Trilha na praia vermelha,Ambiente agradável. Otimo para familia e amigos.encantos. belezas naturais.mar lindo.praia silenciosa. Pedras. Areia molhada. Atende todas expectativas.Vale a pena ir. Voltarei. E indico a todos.,"Penha, SC",80,14 de outubro de 2018
5,Simplesmente linda,"Com suas belezas naturais a praia vermelha é simplesmente linda. Ar puro, natureza e bem estar reunidos em um só local.","Florianópolis, SC",91,13 de julho de 2018
4,Melhor praia de Penha,Foi um passeio rápido para conhecer uma das praias mais bonitas de Penha! Vale parar no mirante da praia pouco antes de chegar a rua de acesso! Acesso por estrada de terra mas apenas alguns minutos de carro ! Vale a pena conhecer esta praia com ótimas vistas para umas fotos !!,,112,12 de junho de 2018
5,Paraíso escondido!,"Lugar incrível! Recomendo para os aventureiros! A estrada que leva até a praia é totalmente roots, cercada de mata nativa e paredões de samambaias, com mirantes naturais e paisagem muito peculiar! A noite não possui iluminação. Pico sossegado e também rola uma valinha! Valendo conferir! Recomendo fazer este trecho de bike! O lugar é realmente diferentão!",,14,9 de junho de 2018
5,Praia muito bonita,"Praia excelente só tem que evitar ir pra lá quando chove, pois como tem uma estrada sem pavimento se não tiver carro 4x4 não passa.","Curitiba, PR",34,19 de maio de 2018
5,Excelente para caminhada,Tem verde de todos os lados. Água muito fria diferente das águas do mar daqui do nordeste que são sempre quentinhas,"Caucaia, CE",14,8 de maio de 2018
3,"Belíssima paisagem,  porem de difícil acesso.","Belíssima paisagem, local propício para retirar fotos. Porem de difícil acesso. A areia e grossa e escura. O mar e agitado e puxa muito.",,4,24 de abril de 2018
3,Areia Grossa,Difícil acesso e areia grossa. Mas a paisagem vale a pena. Não vá em dias de chuva. Vale a pena conhecer.,,98,20 de abril de 2018
5,Que lugar MARAVILHOSO!!!,Indico a todos essa praia em Penha! Lugar paradisíaco! Lindas paisagens! Vc se sente leve ao estar lá! 1000!,,23,12 de abril de 2018
5,Paradisíaca,"Linda praia, meio que particular, fui a pé da Pousada que estava e foi uma caminhada Boa, mais chegando na praia valeu a pena, praia onde vc vê o contraste do mar com pedras e o verde da vegetação, e existe no local tipo um condomínio com poucas casas luxuosas, só tem um local para ficar, mais como fui fazer caminhada sozinha não entrei para ver como que funcionava.",Brasil,126,6 de abril de 2018
5,fantástico,"As praias são muito limpas, todos os lugares que fomos é bem cuidado, vale a pena viajar para qualquer praia do sul",,5,21 de março de 2018
5,Ótima praia,"Uma praia incrível que próprio para famílias com crianças pequenas ou adolescentes, também é linda para fotos",,18,8 de março de 2018
5,Lindo lugar,"A praia vermelha é uma pequena praia própria para banho. Como é pequena tem apenas um restaurante, não há quiosques e nem vendedores, portanto é uma praia mais reservada, mas é ótima para as crianças brincarem. A praia tem algumas pedras que prioriza uma linda vista. Vale a pena conhecer.",Estado de São Paulo,52,5 de março de 2018
4,Muito bom,"Praia boa para se divertir, muito bom o lugar, próprio para familia, com calor fica muito bom e refrescante, sem falar a paisagem muito boa","Jundiaí, SP",183,25 de fevereiro de 2018
4,"Praia Linda, porém mar bravo.","Acesso fácil, porém requer um pouco de caminhada. A praia é linda, porém brava. Mais utilizada por pescadores. Vale uma visita, mas para ficar, tem locais melhores nas proximidades.","Rio de Janeiro, RJ",5,21 de fevereiro de 2018
4,"Praia praticamente deserta, mas com segurança","A praia vermelha é praticamente uma praia deserta, ótima para passeios que fogem um pouco da muvuca das praias. A faixa de areia é grande e tem um mar bem bravo. Ótima para passar algumas horas, pois se for passar o dia, é necessário trazer comida e bebida. A praia conta com Salva Vidas, estacionamento (pago e não pago). O acesso é feito por estrada de chão, porém no dia em que fui (Carnaval 2018) a estrada até a praia estava um pouco acidentada por conta da chuva.","Curitiba, PR",5,19 de fevereiro de 2018
4,Muito bom: bem deserta,"Pra quem gosta de praia mais deserta e não urbana, essa é uma boa opção. O mar não é calmo e talvez isso seja um empecilho para quem está com crianças.","Itabirito, MG",465,19 de fevereiro de 2018
4,Uma praia selvagem,Vale a pena o passeio. O acesso estava bem complicado em decorrência das chuvas mas a praia é linda. vale a pena a aventura,,41,15 de fevereiro de 2018
4,Ótima praia,"a praia vermelha é um ótimo lugar para curtir e relaxar, águas boas para o banho, com uma boa temperatura.","Dublin, Irlanda",77,7 de fevereiro de 2018
4,Limpa e bonita,"A praia é limpa e bonita, uma pena que o mar é muito agitado, ficando ruim de tomar um banho de mar. Há poucas vagas de estacionamento no acesso da praia. E somente uma opção de restaurante.",,601,5 de fevereiro de 2018
5,Praia linda e perigosa para crianças,É uma Praia linda.... porém extremamente forte em suas ondas..... altas e quebram sempre no início... oi seja vem com força e nos derrubam sem dó... próprio para surfistas...,"São Paulo, SP",32,3 de fevereiro de 2018
5,Linda,Lugar maravilhoso. Simplesmente lindo e pouco frequentado. O acesso é mais difícil mas não impossível de chegar. Tem um mirante para tirar belíssimas fotos.,,1,2 de fevereiro de 2018
5,Viagem Praia do Rosa,"Praia imperdível, vale a pena a trilha que é de nível médio de esforço para quem está acostumado a trilhar! Caminho lindissimo mas importante ficar de olho na trilha, existem muitas cobras na região! Caminhada íngreme mas tempo todo com visual !",,49,27 de janeiro de 2018
5,Excelente,"Praia muito boa, próxima ao parque do Beto Carreiro, não tem sinal p chamar uber, já tem q deixar horário agendado ou ligar caso tenha o telefone de algum, tem um bar na entrada, muito bom, a areia é boa tem umas pedrinhas e a água transparente. Gostei muito. Uma das melhores praia. Outra praia excelente na Penh é a praia do Poá.","Mauá, SP",397,26 de janeiro de 2018
1,Férias,"Muito ruim!!!!nao recomendo!!!chegamos por volta do meio dia,não tinha um local aberto para alugar guarda sol e nem água..Não recomendo!!!","Campos do Jordão, SP",8,25 de janeiro de 2018
5,Férias,"Praia boa, longe de tudo, muita paz e tranquilo ideal para quem curte a natureza e gosta de caminhar","Paranaguá, PR",144,24 de janeiro de 2018
3,Praia vermelha,"A praia tem uma faixa de areia grande se quiser passar algum tempo ali. Tem salva-vidas e uma torneira para tirar a areia. Mas como outras praias em Penha, falta estrutura de banheiro, quiosque, duchas. Vale o passeio pela paisagem!",,13,24 de janeiro de 2018
1,"Poluida, pessima conservacao e acesso","Praia de difícil acesso, lixo por todos os lados,total desrespeito com a natureza . Descaso e omissão dos moradores e do Poder publico. Não entre nessa!!","Canoas, RS",24,21 de janeiro de 2018
3,Ferias,"E bonita a praia com bastante rochedos,mas sem nenhuma infraestrutura só tem um barzinho e distante do mar. E o acesso também é bem precário se chover você não sai de lá.","São Paulo, SP",60,17 de janeiro de 2018
4,Longe da Muvuca!,"Praia retirada com acesso nem sempre bom, mas com mirantes no trajeto e uma praia mais tranquila, longe do agito e do barulho. Falta estacionamento, pois a praia não é grande. O mar não é dos melhores para banho pois as vezes é bem agitado, mas o sossego compensa.","Guaramirim, SC",66,12 de janeiro de 2018
5,Ótima praia...,Uma praia calma pacata legal para um passeio e oferece voo livre O que foi muito legal! Á turma do Barra Velha foi muito atenciosos e simpáticos... Super indico!,,6,9 de janeiro de 2018
5,Lugar lindo,"Amei o lugar,  super limpo,  água própria para banho,  só não tem sombra kkkk quem for que leve guarda sol",,5,8 de janeiro de 2018
5,Praia pacata e bonita,"A praia vermelha tem boas ondas, com poucos turistas, boa pra quem busca tranquilidade, água limpa. Excelente para tirar boas fotos e praticar nas pranchas por conta das ondas.",,48,7 de janeiro de 2018
5,Muito bom,"Praia ótima, excelente vista, de fácil acesso, muito calmo e tranquilo o lugar. ADOREI, muito bom mesmo!!!","Rio de Janeiro, RJ",13,2 de janeiro de 2018
5,Férias,"A praia é linda, água deliciosa, areia fofa e grossa. Praia de tombo, quando mar bravo,fica perigosa. Quando fomos tinha salva-vidas que orientou para não entrarmos no mar naquele dia. Voltamos outro dia e valeu a pena. Não encontramos estrutura de alimentação. A estrada é de terra. Jogaram brita e muitos carros não conseguiam subir a ladeira é íngreme.","Cotia, SP",14,30 de dezembro de 2017
4,"Rústica, linda e com pouca gente","Fomos a pé e o trajeto é puxadinho... sinal de celular é complicado e não foi possível pegar Uber para voltar... mas a praia valeu a pena os 7km de caminhada (ida e volta)... o mar é agitado, tem q tomar cuidado, areia bem grossa, visual naturalmente lindo... tem um restaurante próximo com porções mais q bem servidas, estamos em 6 e a porção para duas pessoas é mais que o suficiente.","São Paulo, SP",51,27 de dezembro de 2017
5,Cuidado com o Mar!,"Local preservado, tem restaurante, tem uma pista de parapente, todo cuidado com o mar, tem ondas, peral e pode ter repuxo, cuidado com as crianças na água.","Penha, SC",160,26 de dezembro de 2017
5,Pequena e calma,"Estivemos nesta praia e ficamos encantados com a tranquilidade. O mar é de tombo, então quando entra ondas, o mar fica bem perigoso. Possui salva vidas. Não tem muita estrutura na praia.","São Bernardo do Campo, SP",341,24 de dezembro de 2017
3,Linda vista,"Vale a pena para ver o por do sol, mas não tem estrutura nenhuma. Cuidado se chover pois o carro pode derrapar nas subidas.",,82,22 de novembro de 2017
4,ainda continua boa...,"quando conheci quase não tinha casas era quase deserta, quanto a isto já não é mais possível, mas com acesso precário ainda mantém seus encantos.","São Carlos, SP",786,4 de novembro de 2017
3,Praia com pouca interferência,"Praia bonita, natural, com o mar muito agitado. Fomos numa sexta feira e o único restaurante do local estava fechado.",,58,2 de setembro de 2017
3,Nada demais,"Passei o dia na praia vermelha em Penha SC, uma praia pequena com ondas fortes e areia grossa, pouca estrutura, o chuveiro publico não estava funcionando e o unico bar/restaurante do local,talvez se aproveitando diss,o cobra preços altos pelo que ofereçe, quase R$100,00 por um almoço para 2 pessoas... achei caro! Fora isso a Praia é OK... Nada demais",,3,31 de agosto de 2017
5,"Linda, preservada, vazia","Ai, que praia mais maravilhosa! O mato da praia está preservado, as casas são recuadas. Foi uma surpresa encontrá-la!",,99,18 de agosto de 2017
5,Uma praia selvagem,"O que mais gosto na vermelha é poder estar entre o mar e o verde da encosta. Sem asfalto nem postes ou carros. A noite, devido à ausência de iluminação artificial, a observação do céu é incrível.","Penha, SC",13,27 de julho de 2017
5,MELHOR PRAIA DE PENHA!!!,"No ultimo dia de visita em penha visitei a praia vermelha e me encantei, possui uma trilha muito legal, uma vista maravilhosa e o melhor tem uma cachoeira linda no fim da trilha, recomendo muito!!!","Rio de Janeiro, RJ",2,27 de julho de 2017
4,Praia Vermelha,"Uma praia longe de tudo, com visual maravilhoso, mar um pouco perigoso. Lindo lugar para visitar em uma noite de lua cheia!!!","Belo Horizonte, MG",38,29 de junho de 2017
4,LUGAR LINDO,"Neste local tem um mirante que a vista é muito linda é possível ver  as praias de penha e navegantes, local bonito para tirar fotos. local deve ser visitado em dias de sol, estrada escorregadia.","Joinville, SC",301,28 de junho de 2017
4,Praia linda,"Fomos agora em junho e Deus nos presenteou com um sol maravilhoso. Meu priminho ainda não conhecia o mar e pode entrar e curtir um pouco, apesar da água ser bem fria. A praia é muito bonita, vale a pena conhecer.","Goiânia, GO",24,26 de junho de 2017
5,Lugar lindo e voo incrível!,Um dos mais belos voos de parapente do litoral brasileiro! Vale a pena curtir este visual com segurança e profissionalismo.,"Penha, SC",23,30 de maio de 2017
5,O mirante é ótimo lugar para curtir a paisagem !!,"Lugar incrível para curtir uma paisagem, pois a vista para o mar é linda ♡ Mesmo em dias nublados a paisagem  compensa",,7,23 de maio de 2017
4,Lugar agradável,"Praia muito agradável e legal pra ser visitada. O acesso achei um pouco precário, mas vale a pena pelo cenário.","Brasília, DF",176,16 de maio de 2017
5,linda,"praia muito bonita com difícil acesso, mar bravo, tem um restaurante interessante e chegam voôs de parapente","Curitiba, PR",6,6 de maio de 2017
5,Férias,Local muito bonito com belas paisagens e também sua localização bons restaurantes e recomendo a todos..,"Volta Redonda, RJ",107,19 de abril de 2017
3,Praia deserta,"Praia deserta com estrada de terra para chegar até ela. Como estávamos com crianças, fomos apenas para conhecer e não nos arriscamos ao banho de mar (muito bravo).",,24,9 de abril de 2017
5,Praia bem silvestre,"Praia muito boa para quem curte uma trilha, ou fazer algum esporte radical. O acesso não é muito bom, mas da para ir de carro. A cachoeira que tem na praia é espetacular, fica a cerca de 1km do posto de salva vidas.","Blumenau, SC",89,4 de abril de 2017
5,Praia natural,"Praia rústica com pouca influência do homem... Bastante rochas, piscinas entre as rochas com peixinhos nativos, praia muito linda. Boa opção para o desestressar, local lindo.",,11,27 de março de 2017
3,Praia normal,Difícil acesso. Era uma quarta feira nenhuma lancheira aberta na praia. Não fui na cachoeira mas pretendo voltar. Mar agitado não aconselho pra quem tem criança menores que 6 anos.,"Cabo Frio, RJ",74,16 de março de 2017
3,A praia mais limpa,Ponto positivo é a limpeza na praia. Fica em meio a natureza área verde. Tem apenas uma lanchonete. È quase deserta. É linda mar aberto areia fofa. Para um broseado é super indicado,,13,15 de março de 2017
5,Praia in natura,"Praia mais isolada da cidade, com opção de trilhas e uma incrível cachoeira para ser visitada. Boa opção para os surfistas também.","Penha, SC",57,15 de março de 2017
5,Lugar poético,"Praia pequena, mas com uma vista de tirar o fôlego. A calmaria de um mar sem ondas junto com a imensidao do verde e das rochas formam um lugar explendido.","Teresina, PI",19,14 de março de 2017
